"No.","Time","Source","Destination","Protocol","Length","Info"
"243","3.835546675","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","[TCP Dup ACK 242#1] 43568  >  443 [ACK] Seq=128 Ack=3181 Win=493 Len=0 TSval=615748732 TSecr=303061198"
"244","3.840455929","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","298","[TCP Spurious Retransmission] , Ignored Unknown Record"
"245","3.840455929","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","296","[TCP Spurious Retransmission] , Ignored Unknown Record"
"246","3.840476077","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","98","[TCP Window Update] 43568  >  443 [ACK] Seq=128 Ack=3181 Win=501 Len=0 TSval=615748736 TSecr=303061219 SLE=2971 SRE=3181"
"247","3.840476077","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","100","[TCP Dup ACK 242#2] 43568  >  443 [ACK] Seq=128 Ack=3181 Win=501 Len=0 TSval=615748736 TSecr=303061219 SLE=2971 SRE=3181"
"248","3.840620963","192.168.29.126","52.112.43.55","STUN","142","Binding Request user: PgYy:6tmg"
"249","3.866684634","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"250","3.840620963","192.168.29.126","52.112.43.55","STUN","144","Binding Request user: PgYy:6tmg"
"251","3.876925805","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"252","3.866684634","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"253","3.876925805","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"254","3.907595401","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"255","3.907595401","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"256","3.928416333","52.112.43.55","192.168.29.126","STUN","116","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"257","3.928416333","52.112.43.55","192.168.29.126","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"258","4.006018943","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"259","4.006018943","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"260","4.011947619","52.112.43.55","192.168.29.126","UDP","130","3480  >  43658 Len=86"
"261","4.104993670","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"262","4.120672997","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"263","4.011947619","52.112.43.55","192.168.29.126","UDP","128","3480  >  43658 Len=86"
"264","4.104993670","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"265","4.120672997","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"266","4.208147388","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"267","4.216015968","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"268","4.232538199","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"269","4.264902000","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"270","4.288039768","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","181","Application Data"
"271","4.291801691","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","181","Application Data"
"272","4.292387449","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"273","4.295424015","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","86","443  >  43568 [ACK] Seq=3181 Ack=223 Win=489 Len=0 TSval=303061675 TSecr=615749184"
"274","4.297420494","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","86","443  >  43568 [ACK] Seq=3181 Ack=318 Win=489 Len=0 TSval=303061677 TSecr=615749188"
"275","4.297918098","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","256","Application Data"
"276","4.299431263","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","256","Application Data"
"277","4.300602261","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"278","4.308762912","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","172","[TCP Previous segment not captured] , Application Data"
"279","4.309311318","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","86","443  >  43568 [ACK] Seq=3181 Ack=488 Win=500 Len=0 TSval=303061682 TSecr=615749194"
"280","4.208147388","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"281","4.310423115","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","86","443  >  43568 [ACK] Seq=3181 Ack=658 Win=510 Len=0 TSval=303061685 TSecr=615749195"
"282","4.216015968","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"283","4.312720483","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","125","Application Data"
"284","4.232538199","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"285","4.264902000","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"286","4.288039768","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","183","[TCP Spurious Retransmission] , Application Data"
"287","4.291801691","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","183","[TCP Spurious Retransmission] , Application Data"
"288","4.292387449","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"289","4.295424015","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","88","443  >  43568 [ACK] Seq=3181 Ack=223 Win=489 Len=0 TSval=303061675 TSecr=615749184"
"290","4.319010911","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","121","[TCP ACKed unseen segment] , Application Data"
"291","4.297420494","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","88","443  >  43568 [ACK] Seq=3181 Ack=318 Win=489 Len=0 TSval=303061677 TSecr=615749188"
"292","4.297918098","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","258","[TCP Retransmission] 43568  >  443 [PSH, ACK] Seq=318 Ack=3181 Win=501 Len=170 TSval=615749194 TSecr=303061677"
"293","4.299431263","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","258","[TCP Retransmission] 43568  >  443 [PSH, ACK] Seq=488 Ack=3181 Win=501 Len=170 TSval=615749195 TSecr=303061677"
"294","4.319071602","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=36 Win=986 Len=0 TSval=615749215 TSecr=2561652256"
"295","4.300602261","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"296","4.308762912","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TLSv1.2","174","[TCP Spurious Retransmission] , Application Data"
"297","4.309311318","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","88","443  >  43568 [ACK] Seq=3181 Ack=488 Win=500 Len=0 TSval=303061682 TSecr=615749194"
"298","4.310423115","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","88","443  >  43568 [ACK] Seq=3181 Ack=658 Win=510 Len=0 TSval=303061685 TSecr=615749195"
"299","4.312720483","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","127","[TCP Retransmission] 43616  >  443 [PSH, ACK] Seq=88 Ack=1 Win=986 Len=39 TSval=615749209 TSecr=2561648706"
"300","4.319010911","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","123","[TCP Retransmission] 443  >  43616 [PSH, ACK] Seq=1 Ack=88 Win=117 Len=35 TSval=2561652256 TSecr=615749205"
"301","4.319071602","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=36 Win=986 Len=0 TSval=615749215 TSecr=2561652256"
"302","4.330407116","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","22166","Application Data, Application Data, Application Data"
"303","4.330429637","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=22116 Win=894 Len=0 TSval=615749226 TSecr=2561652256"
"304","4.331302239","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2846","443  >  43616 [ACK] Seq=22116 Ack=88 Win=117 Len=2760 TSval=2561652256 TSecr=615749205 [TCP segment of a reassembled PDU]"
"305","4.331302294","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","4226","443  >  43616 [ACK] Seq=24876 Ack=88 Win=117 Len=4140 TSval=2561652257 TSecr=615749205 [TCP segment of a reassembled PDU]"
"306","4.331302316","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1466","443  >  43616 [ACK] Seq=29016 Ack=88 Win=117 Len=1380 TSval=2561652258 TSecr=615749205 [TCP segment of a reassembled PDU]"
"307","4.331312576","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=24876 Win=875 Len=0 TSval=615749227 TSecr=2561652256"
"308","4.330407116","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","22168","[TCP Spurious Retransmission] , Application Data, Application Data, Application Data"
"309","4.331333041","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=29016 Win=846 Len=0 TSval=615749227 TSecr=2561652257"
"310","4.330429637","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=22116 Win=894 Len=0 TSval=615749226 TSecr=2561652256"
"311","4.331335537","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=30396 Win=837 Len=0 TSval=615749227 TSecr=2561652258"
"312","4.331302239","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2848","[TCP Spurious Retransmission] 443  >  43616 [ACK] Seq=22116 Ack=88 Win=117 Len=2760 TSval=2561652256 TSecr=615749205 [TCP segment of a reassembled PDU]"
"313","4.331302294","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","4228","[TCP Spurious Retransmission] 443  >  43616 [ACK] Seq=24876 Ack=88 Win=117 Len=4140 TSval=2561652257 TSecr=615749205 [TCP segment of a reassembled PDU]"
"314","4.334551689","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","6986","443  >  43616 [ACK] Seq=30396 Ack=88 Win=117 Len=6900 TSval=2561652258 TSecr=615749205 [TCP segment of a reassembled PDU], Application Data"
"315","4.331302316","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","1468","[TCP Spurious Retransmission] , Application Data"
"316","4.331312576","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=24876 Win=875 Len=0 TSval=615749227 TSecr=2561652256"
"317","4.331333041","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=29016 Win=846 Len=0 TSval=615749227 TSecr=2561652257"
"318","4.331335537","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=30396 Win=837 Len=0 TSval=615749227 TSecr=2561652258"
"319","4.334551689","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","6988","[TCP Retransmission] 443  >  43616 [ACK] Seq=30396 Ack=88 Win=117 Len=6900 TSval=2561652258 TSecr=615749205"
"320","4.334551785","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2848","443  >  43616 [ACK] Seq=37296 Ack=88 Win=117 Len=2760 TSval=2561652259 TSecr=615749205 [TCP segment of a reassembled PDU]"
"321","4.334565756","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=37296 Win=995 Len=0 TSval=615749231 TSecr=2561652258"
"322","4.334577139","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=40056 Win=977 Len=0 TSval=615749231 TSecr=2561652259"
"323","4.344773295","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1468","443  >  43616 [ACK] Seq=40056 Ack=127 Win=117 Len=1380 TSval=2561652277 TSecr=615749209 [TCP segment of a reassembled PDU]"
"324","4.344788366","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=41436 Win=1018 Len=0 TSval=615749241 TSecr=2561652277"
"325","4.351710801","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2848","443  >  43616 [ACK] Seq=41436 Ack=127 Win=117 Len=2760 TSval=2561652282 TSecr=615749231 [TCP segment of a reassembled PDU]"
"326","4.351720128","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=44196 Win=1061 Len=0 TSval=615749248 TSecr=2561652282"
"327","4.353104916","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1468","443  >  43616 [ACK] Seq=44196 Ack=127 Win=117 Len=1380 TSval=2561652282 TSecr=615749231 [TCP segment of a reassembled PDU]"
"328","4.353110080","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=45576 Win=1083 Len=0 TSval=615749249 TSecr=2561652282"
"329","4.358329063","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1468","443  >  43616 [ACK] Seq=45576 Ack=127 Win=117 Len=1380 TSval=2561652297 TSecr=615749241 [TCP segment of a reassembled PDU]"
"330","4.358335968","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=46956 Win=1105 Len=0 TSval=615749254 TSecr=2561652297"
"331","4.363066683","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","2848","Application Data [TCP segment of a reassembled PDU]"
"332","4.363079096","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=49716 Win=1148 Len=0 TSval=615749259 TSecr=2561652300"
"333","4.363650576","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","1468","Application Data [TCP segment of a reassembled PDU]"
"334","4.363655683","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=51096 Win=1171 Len=0 TSval=615749260 TSecr=2561652300"
"335","4.370857474","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","1060","Application Data, Application Data"
"336","4.334551785","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2846","[TCP Spurious Retransmission] 443  >  43616 [ACK] Seq=37296 Ack=88 Win=117 Len=2760 TSval=2561652259 TSecr=615749205[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"337","4.370866213","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43616  >  443 [ACK] Seq=127 Ack=52068 Win=1192 Len=0 TSval=615749267 TSecr=2561652304"
"338","4.375933874","Arcadyan_74:2a:ff","","ARP","44","Who has 192.168.29.3? Tell 192.168.29.1"
"339","4.376901121","Arcadyan_74:2a:ff","","ARP","44","Who has 192.168.29.29? Tell 192.168.29.1"
"340","4.398272920","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"341","4.447702487","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"342","4.334565756","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=37296 Win=995 Len=0 TSval=615749231 TSecr=2561652258"
"343","4.334577139","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=40056 Win=977 Len=0 TSval=615749231 TSecr=2561652259"
"344","4.344773295","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1466","[TCP Retransmission] 443  >  43616 [ACK] Seq=40056 Ack=127 Win=117 Len=1380 TSval=2561652277 TSecr=615749209"
"345","4.344788366","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=41436 Win=1018 Len=0 TSval=615749241 TSecr=2561652277"
"346","4.351710801","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2846","[TCP Retransmission] 443  >  43616 [ACK] Seq=41436 Ack=127 Win=117 Len=2760 TSval=2561652282 TSecr=615749231"
"347","4.351720128","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=44196 Win=1061 Len=0 TSval=615749248 TSecr=2561652282"
"348","4.353104916","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1466","[TCP Retransmission] 443  >  43616 [ACK] Seq=44196 Ack=127 Win=117 Len=1380 TSval=2561652282 TSecr=615749231"
"349","4.353110080","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=45576 Win=1083 Len=0 TSval=615749249 TSecr=2561652282"
"350","4.358329063","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1466","[TCP Retransmission] 443  >  43616 [ACK] Seq=45576 Ack=127 Win=117 Len=1380 TSval=2561652297 TSecr=615749241"
"351","4.358335968","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=46956 Win=1105 Len=0 TSval=615749254 TSecr=2561652297"
"352","4.363066683","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2846","[TCP Retransmission] 443  >  43616 [ACK] Seq=46956 Ack=127 Win=117 Len=2760 TSval=2561652300 TSecr=615749248"
"353","4.363079096","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=49716 Win=1148 Len=0 TSval=615749259 TSecr=2561652300"
"354","4.363650576","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1466","[TCP Retransmission] 443  >  43616 [ACK] Seq=49716 Ack=127 Win=117 Len=1380 TSval=2561652300 TSecr=615749249"
"355","4.363655683","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=51096 Win=1171 Len=0 TSval=615749260 TSecr=2561652300"
"356","4.370857474","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1058","[TCP Retransmission] 443  >  43616 [PSH, ACK] Seq=51096 Ack=127 Win=117 Len=972 TSval=2561652304 TSecr=615749254"
"357","4.370866213","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43616  >  443 [ACK] Seq=127 Ack=52068 Win=1192 Len=0 TSval=615749267 TSecr=2561652304"
"358","4.375933874","Arcadyan_74:2a:ff","Broadcast","ARP","42","Who has 192.168.29.3? Tell 192.168.29.1"
"359","4.376901121","Arcadyan_74:2a:ff","Broadcast","ARP","42","Who has 192.168.29.29? Tell 192.168.29.1"
"360","4.398272920","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"361","4.447702487","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"362","4.506266546","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"363","4.506266546","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"364","4.536369437","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","122","Application Data"
"365","4.536387995","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=3215 Win=501 Len=0 TSval=615749432 TSecr=303061903"
"366","4.540825798","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","122","Application Data"
"367","4.540825878","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","122","Application Data"
"368","4.536369437","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","120","[TCP Spurious Retransmission] , Application Data"
"369","4.536387995","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","[TCP Dup ACK 365#1] 43568  >  443 [ACK] Seq=658 Ack=3215 Win=501 Len=0 TSval=615749432 TSecr=303061903"
"370","4.540825798","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","120","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=3215 Ack=658 Win=510 Len=34 TSval=303061905 TSecr=615749195"
"371","4.540825908","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","122","Application Data"
"372","4.540825878","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","120","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=3249 Ack=658 Win=510 Len=34 TSval=303061910 TSecr=615749195"
"373","4.540846874","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=3249 Win=501 Len=0 TSval=615749437 TSecr=303061905"
"374","4.540825908","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","120","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=3283 Ack=658 Win=510 Len=34 TSval=303061912 TSecr=615749195"
"375","4.540858452","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=3283 Win=501 Len=0 TSval=615749437 TSecr=303061910"
"376","4.540846874","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=3249 Win=501 Len=0 TSval=615749437 TSecr=303061905"
"377","4.540861958","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=3317 Win=501 Len=0 TSval=615749437 TSecr=303061912"
"378","4.540858452","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=3283 Win=501 Len=0 TSval=615749437 TSecr=303061910"
"379","4.540861958","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=3317 Win=501 Len=0 TSval=615749437 TSecr=303061912"
"380","4.550808571","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","1260","Application Data"
"381","4.550823918","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=4489 Win=501 Len=0 TSval=615749447 TSecr=303061930"
"382","4.550808571","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","1258","[TCP Spurious Retransmission] , Application Data"
"383","4.551762884","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=106, hop limit=64 (reply in 384)"
"384","4.559589679","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=106, hop limit=119 (request in 383)"
"385","4.550823918","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","[TCP Dup ACK 381#1] 43568  >  443 [ACK] Seq=658 Ack=4489 Win=501 Len=0 TSval=615749447 TSecr=303061930"
